Genes with Zero Fragment:

pseudo_name pseudo_chr pseudo_strand pseudo_start pseudo_end pseudo_size pseudo_fragment pseudo_fpkm pseudo_primary_fragment pseudo_secondary_fragment parent_name parent_chr parent_strand parent_start parent_end parent_size parent_fragment parent_fpkm parent_primary_fragment parent_secondary_fragment pseudo_type
9318 PGOHUM00000237677 chr3 - 89636114 89636791 678 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
9319 PGOHUM00000237678 chr3 - 89637039 89637718 680 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
9320 PGOHUM00000237679 chr3 - 89637862 89639296 1435 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
9330 PGOHUM00000237689 chr3 - 96483979 96484131 153 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
9343 PGOHUM00000237702 chr3 - 106613197 106614564 1368 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
9344 PGOHUM00000257063 chr3 - 106614561 106615254 311 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Duplicated
9345 PGOHUM00000237704 chr3 - 106615323 106615658 336 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Ambiguous
9346 PGOHUM00000237705 chr3 - 106615734 106616517 784 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
9347 PGOHUM00000237706 chr3 - 106616520 106617114 595 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
9348 PGOHUM00000237707 chr3 - 106619441 106619647 207 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Ambiguous
9349 PGOHUM00000237708 chr3 - 106619700 106619921 222 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
9377 PGOHUM00000237735 chr3 - 119354375 119354996 622 0 0 0 0 ENSP00000470743_ENST00000595651 chrHG1497_PATCH + 153605839 153609948 2318 0 0 0 0 Processed
9384 PGOHUM00000237743 chr3 - 124452267 124452600 334 0 0 0 0 ENSP00000447677_ENST00000547899 chrHSCHR17_1 - 44566754 44567101 348 0 0 0 0 Processed
9389 PGOHUM00000263802 chr3 - 125593458 125593628 171 0 0 0 0 ENSP00000470948_ENST00000594215 chr8 - 8046157 8046330 174 0 0 0 0 Processed
9473 PGOHUM00000237830 chr3 - 155150575 155151306 732 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
9483 PGOHUM00000237839 chr3 - 158054036 158054848 813 0 0 0 0 ENSP00000474562_ENST00000603711 chrHG1079_PATCH + 55076281 55079089 1571 0 0 0 0 Ambiguous
9494 PGOHUM00000237848 chr3 - 165877801 165877962 162 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
9495 PGOHUM00000237849 chr3 - 165878197 165878491 295 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
9496 PGOHUM00000237850 chr3 - 165878560 165878901 342 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Ambiguous
9497 PGOHUM00000237851 chr3 - 165878974 165879753 780 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
9517 PGOHUM00000237872 chr3 - 176728206 176728833 628 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
9563 PGOHUM00000264492 chr3 - 197947904 197948484 581 0 0 0 0 ENSP00000469705_ENST00000599370 chrHG736_PATCH - 56890420 56891225 657 0 0 0 0 Processed
9674 PGOHUM00000263497 chr3 + 50307556 50314133 2219 0 0 0 0 ENSP00000461497_ENST00000575064 chrHG325_PATCH + 50306437 50314571 2919 0 0 0 0 Duplicated
9694 PGOHUM00000262433 chr3 + 67977667 67978270 604 0 0 0 0 ENSP00000455663_ENST00000564866 chrHG183_PATCH - 62452410 62491135 852 0 0 0 0 Processed
9704 PGOHUM00000238062 chr3 + 72632520 72632687 168 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
9713 PGOHUM00000238071 chr3 + 75444338 75444472 135 0 0 0 0 ENSP00000472039_ENST00000599825 chr13 + 25591540 25591674 135 0 0 0 0 Processed
9716 PGOHUM00000263805 chr3 + 75514080 75514250 171 0 0 0 0 ENSP00000470948_ENST00000594215 chr8 - 8046157 8046330 174 0 0 0 0 Processed
9739 PGOHUM00000238097 chr3 + 94890763 94891217 455 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Processed
9761 PGOHUM00000262435 chr3 + 101076136 101076630 495 0 0 0 0 ENSP00000455316_ENST00000568747 chrHG730_PATCH - 20509530 20535596 543 0 0 0 0 Processed
9770 PGOHUM00000238124 chr3 + 106617735 106619431 1697 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
9771 PGOHUM00000238125 chr3 + 106619914 106620808 895 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
9772 PGOHUM00000238126 chr3 + 106621019 106621369 351 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
9793 PGOHUM00000238147 chr3 + 120440870 120441157 288 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
9794 PGOHUM00000238148 chr3 + 120441304 120441492 189 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Ambiguous
9820 PGOHUM00000263807 chr3 + 125678029 125678856 828 0 0 0 0 ENSP00000470280_ENST00000595434 chrHSCHR6_MHC_COX - 29809935 29810765 831 0 0 0 0 Processed
9824 PGOHUM00000238174 chr3 + 126724319 126724438 120 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
9834 PGOHUM00000263808 chr3 + 129851555 129851724 170 0 0 0 0 ENSP00000470948_ENST00000594215 chr8 - 8046157 8046330 174 0 0 0 0 Processed
9919 PGOHUM00000238269 chr3 + 171252211 171252440 230 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
9972 PGOHUM00000264303 chr3 + 197945894 197946494 601 3 2.350226 3 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
9973 PGOHUM00000262439 chr3 + 197948385 197949100 716 18 11.836474 18 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
10000 PGOHUM00000245440 chr4 - 4145245 4149517 543 4 3.468351 4 0 ENSP00000414037_ENST00000427326 chrGL000222.1 + 129788 134089 645 0 0 0 0 Duplicated
10006 PGOHUM00000263813 chr4 - 9114950 9115120 171 0 0 0 0 ENSP00000470948_ENST00000594215 chr8 - 8046157 8046330 174 0 0 0 0 Processed
10012 PGOHUM00000263814 chr4 - 9651131 9651301 171 0 0 0 0 ENSP00000470948_ENST00000594215 chr8 - 8046157 8046330 174 0 0 0 0 Processed
10025 PGOHUM00000245466 chr4 - 12641916 12642257 342 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
10028 PGOHUM00000245469 chr4 - 14507487 14508102 616 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Ambiguous
10042 PGOHUM00000245482 chr4 - 25719703 25721366 1357 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Duplicated
10043 PGOHUM00000245483 chr4 - 25721376 25721651 276 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
10044 PGOHUM00000245484 chr4 - 25721720 25722052 333 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Processed
10045 PGOHUM00000245485 chr4 - 25722134 25722677 544 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
10053 PGOHUM00000245493 chr4 - 30886064 30886803 740 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
10060 PGOHUM00000250704 chr4 - 39771703 39773055 1353 0 0 0 0 ENSP00000364675_ENST00000375525 chrHSCHR6_MHC_QBL - 31857778 31860165 1877 0 0 0 0 Processed
10074 PGOHUM00000245514 chr4 - 47774288 47774380 93 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
10084 PGOHUM00000245527 chr4 - 49550934 49551456 523 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
10103 PGOHUM00000245545 chr4 - 65473417 65474548 1132 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
10104 PGOHUM00000245546 chr4 - 65475151 65476798 1648 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
10105 PGOHUM00000245547 chr4 - 65477091 65477608 518 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
10114 PGOHUM00000245556 chr4 - 68915435 68916153 719 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
10120 PGOHUM00000245561 chr4 - 69375253 69383358 867 0 0 0 0 ENSP00000448306_ENST00000551239 chrHSCHR4_1 - 69394990 69419036 2139 0 0 0 0 Duplicated
10122 PGOHUM00000245563 chr4 - 69492561 69494625 864 0 0 0 0 ENSP00000448306_ENST00000551239 chrHSCHR4_1 - 69394990 69419036 2139 0 0 0 0 Duplicated
10161 PGOHUM00000259906 chr4 - 78879484 78879929 446 0 0 0 0 ENSP00000412759_ENST00000433682 chrGL000191.1 - 36276 50280 1918 0 0 0 0 Processed
10167 PGOHUM00000245609 chr4 - 82654535 82655297 763 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
10233 PGOHUM00000264305 chr4 - 120327082 120327701 620 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
10297 PGOHUM00000245736 chr4 - 156372761 156373591 831 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
10298 PGOHUM00000245737 chr4 - 156374205 156375965 1761 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
10299 PGOHUM00000245738 chr4 - 156376198 156377562 1365 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
10300 PGOHUM00000250736 chr4 - 156377559 156377839 281 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
10301 PGOHUM00000245740 chr4 - 156377923 156378258 336 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Ambiguous
10302 PGOHUM00000245741 chr4 - 156378331 156379111 781 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
10303 PGOHUM00000245742 chr4 - 156379114 156379791 678 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
10304 PGOHUM00000245743 chr4 - 156380036 156380714 679 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
10305 PGOHUM00000245744 chr4 - 156380861 156382388 1528 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
10306 PGOHUM00000263815 chr4 - 156382790 156383793 1004 0 0 0 0 ENSP00000355046_ENST00000361453 chrMT + 4469 5510 1042 0 0 0 0 Processed
10307 PGOHUM00000245746 chr4 - 156384027 156384974 948 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Processed
10341 PGOHUM00000245779 chr4 - 182158510 182158716 207 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
10357 PGOHUM00000257087 chr4 - 190903661 190905687 1255 14 5.252272 14 0 ENSP00000457610_ENST00000564130 chrHG905_PATCH - 96891 100112 2123 0 0 0 0 Duplicated
10375 PGOHUM00000263817 chr4 + 3996882 3997052 171 0 0 0 0 ENSP00000470948_ENST00000594215 chr8 - 8046157 8046330 174 0 0 0 0 Processed
10384 PGOHUM00000245821 chr4 + 8961356 8965643 663 1 0.710149 1 0 ENSP00000414037_ENST00000427326 chrGL000222.1 + 129788 134089 645 0 0 0 0 Duplicated
10392 PGOHUM00000245828 chr4 + 9199669 9199884 216 0 0 0 0 ENSP00000382951_ENST00000400079 chr8 - 12168470 12175824 240 0 0 0 0 Processed
10397 PGOHUM00000250753 chr4 + 9405126 9405287 162 0 0 0 0 ENSP00000333234_ENST00000328698 chr11 + 71544245 71548607 222 0 0 0 0 Processed
10398 PGOHUM00000250754 chr4 + 9431245 9431424 180 0 0 0 0 ENSP00000382951_ENST00000400079 chr8 - 12168470 12175824 240 0 0 0 0 Processed
10402 PGOHUM00000259931 chr4 + 9495382 9499646 663 2 1.420298 2 0 ENSP00000414037_ENST00000427326 chrGL000222.1 + 129788 134089 645 0 0 0 0 Duplicated
10423 PGOHUM00000245858 chr4 + 17063500 17063787 288 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
10451 PGOHUM00000245892 chr4 + 43390173 43390471 299 0 0 0 0 ENSP00000382422_ENST00000399500 chrHSCHR6_MHC_QBL + 32972756 32984033 1560 0 0 0 0 Ambiguous
10459 PGOHUM00000245899 chr4 + 48938585 48938893 309 0 0 0 0 ENSP00000470743_ENST00000595651 chrHG1497_PATCH + 153605839 153609948 2318 0 0 0 0 Ambiguous
10461 PGOHUM00000245902 chr4 + 49248037 49248554 518 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
10487 PGOHUM00000245933 chr4 + 65472135 65472314 180 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Ambiguous
10488 PGOHUM00000245934 chr4 + 65474622 65475144 523 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
10554 PGOHUM00000246001 chr4 + 93623495 93623785 291 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
10565 PGOHUM00000246010 chr4 + 102893578 102893958 381 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
10610 PGOHUM00000264497 chr4 + 119555192 119555872 681 0 0 0 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
10621 PGOHUM00000261391 chr4 + 122372686 122373102 417 0 0 0 0 ENSP00000449827_ENST00000551208 chrHSCHR6_MHC_QBL + 30677667 30681840 1458 0 0 0 0 Ambiguous
10671 PGOHUM00000246112 chr4 + 156373677 156374190 514 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
10711 PGOHUM00000246148 chr4 + 179990590 179990745 156 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Ambiguous
10737 PGOHUM00000235109 chr5 - 1370633 1371056 424 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Ambiguous
10742 PGOHUM00000235112 chr5 - 5395488 5396084 597 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
10743 PGOHUM00000235113 chr5 - 5396080 5396447 368 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Ambiguous
10744 PGOHUM00000235114 chr5 - 5396592 5397083 492 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
10751 PGOHUM00000235120 chr5 - 8618694 8619215 522 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
10806 PGOHUM00000235177 chr5 - 31066074 31066232 159 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
10861 PGOHUM00000235234 chr5 - 60057415 60057855 441 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
10921 PGOHUM00000251321 chr5 - 80151323 80151672 350 0 0 0 0 ENSP00000447677_ENST00000547899 chrHSCHR17_1 - 44566754 44567101 348 0 0 0 0 Processed
10930 PGOHUM00000235306 chr5 - 84533494 84533893 400 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
10937 PGOHUM00000235314 chr5 - 93904648 93905170 523 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
10946 PGOHUM00000235322 chr5 - 97013253 97014369 1117 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
10949 PGOHUM00000235325 chr5 - 97745378 97745803 426 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Ambiguous
10950 PGOHUM00000235326 chr5 - 97745948 97747492 1545 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
10955 PGOHUM00000235330 chr5 - 99381631 99382077 447 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
10956 PGOHUM00000235331 chr5 - 99382680 99384488 1809 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
10957 PGOHUM00000235332 chr5 - 99384689 99386065 1377 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
10958 PGOHUM00000235333 chr5 - 99386062 99386355 294 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
10959 PGOHUM00000235334 chr5 - 99386422 99386766 345 0 0 0 0 ENSP00000355206_ENST00000361227 chrMT + 10058 10403 346 0 0 0 0 Processed
10960 PGOHUM00000235335 chr5 - 99386836 99387620 785 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
10961 PGOHUM00000235336 chr5 - 99387623 99388300 678 0 0 0 0 ENSP00000354632_ENST00000361899 chrMT + 8526 9206 681 0 0 0 0 Processed
10962 PGOHUM00000235337 chr5 - 99388562 99389242 681 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
10963 PGOHUM00000235338 chr5 - 99389389 99390748 1360 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Processed
11004 PGOHUM00000235377 chr5 - 121674527 121674667 141 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
11031 PGOHUM00000235401 chr5 - 134258977 134259738 762 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
11032 PGOHUM00000235402 chr5 - 134260340 134262148 1809 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
11033 PGOHUM00000235403 chr5 - 134262349 134263725 1377 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Processed
11034 PGOHUM00000251335 chr5 - 134263722 134264015 294 0 0 0 0 ENSP00000354728_ENST00000361335 chrMT + 10469 10765 297 0 0 0 0 Processed
11048 PGOHUM00000235415 chr5 - 144673176 144673439 264 0 0 0 0 ENSP00000354961_ENST00000361381 chrMT + 10759 12136 1378 0 0 0 0 Ambiguous
11068 PGOHUM00000235434 chr5 - 156279986 156280069 84 0 0 0 0 ENSP00000382313_ENST00000399381 chrHSCHR6_MHC_DBB + 32799985 32825297 640 0 0 0 0 Ambiguous
11090 PGOHUM00000235454 chr5 - 172189519 172190260 742 0 0 0 0 ENSP00000461135_ENST00000576892 chrHG1497_PATCH - 152795540 152806790 1289 0 0 0 0 Processed
11121 PGOHUM00000251349 chr5 - 180119852 180120750 899 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
11136 PGOHUM00000235502 chr5 + 8619295 8620422 1128 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
11324 PGOHUM00000235692 chr5 + 90650295 90650750 456 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Processed
11327 PGOHUM00000235695 chr5 + 93903162 93904641 1480 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Processed
11328 PGOHUM00000235696 chr5 + 93905244 93906380 1137 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Processed
11349 PGOHUM00000235716 chr5 + 99382151 99382673 523 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
11397 PGOHUM00000235764 chr5 + 134259812 134260333 522 0 0 0 0 ENSP00000354665_ENST00000361681 chrMT - 14148 14672 525 0 0 0 0 Processed
11451 PGOHUM00000235830 chr5 + 170323932 170331464 1366 0 0 0 0 ENSP00000357647_ENST00000368658 chrHG1304_PATCH - 112391979 112408715 2142 0 0 0 0 Duplicated
11454 PGOHUM00000235833 chr5 + 170793302 170793616 315 0 0 0 0 ENSP00000470743_ENST00000595651 chrHG1497_PATCH + 153605839 153609948 2318 0 0 0 0 Ambiguous
11494 PGOHUM00000264513 chr5 + 180752782 180753496 715 6 3.95101 6 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
11495 PGOHUM00000264514 chr5 + 180754070 180754786 717 22 14.446625 22 0 ENSP00000459341_ENST00000572446 chrHG736_PATCH + 56870560 56872545 729 0 0 0 0 Processed
11584 PGOHUM00000243127 chr6 - 29709507 29713513 943 0 0 0 0 ENSP00000393355_ENST00000443156 chrHSCHR6_MHC_SSTO + 31455849 31468849 2450 0 0 0 0 Duplicated
11598 PGOHUM00000243141 chr6 - 31275582 31275808 227 0 0 0 0 ENSP00000411954_ENST00000418147 chrHSCHR6_MHC_QBL - 31311767 31314297 1154 0 0 0 0 Ambiguous
11604 PGOHUM00000263151 chr6 - 32292115 32292339 225 0 0 0 0 ENSP00000449655_ENST00000548975 chrHSCHR6_MHC_MANN - 32300171 32379117 1897 0 0 0 0 Ambiguous
11605 PGOHUM00000243148 chr6 - 32427597 32427883 287 0 0 0 0 ENSP00000408795_ENST00000412634 chrHSCHR6_MHC_SSTO - 32639840 32670791 751 0 0 0 0 Ambiguous
11606 PGOHUM00000243149 chr6 - 32522464 32525960 553 0 0 0 0 ENSP00000302517_ENST00000307137 chrHSCHR6_MHC_QBL - 32417556 32430643 1178 0 0 0 0 Duplicated
11607 PGOHUM00000243150 chr6 - 32673900 32674579 680 0 0 0 0 ENSP00000354982_ENST00000362079 chrMT + 9206 9989 784 0 0 0 0 Processed
11608 PGOHUM00000243151 chr6 - 32699185 32699472 288 0 0 0 0 ENSP00000414555_ENST00000433936 chrHSCHR6_MHC_MCF - 32658021 32665334 1219 0 0 0 0 Processed
11610 PGOHUM00000243153 chr6 - 33059887 33060914 444 0 0 0 0 ENSP00000387396_ENST00000452619 chrHSCHR6_MHC_MANN - 33190617 33195556 703 0 0 0 0 Duplicated
11611 PGOHUM00000243154 chr6 - 33073744 33074836 535 0 0 0 0 ENSP00000372566_ENST00000383088 chrHSCHR6_MHC_QBL - 33083046 33089055 1194 0 0 0 0 Duplicated
11612 PGOHUM00000243155 chr6 - 33098982 33099119 138 0 0 0 0 ENSP00000387396_ENST00000452619 chrHSCHR6_MHC_MANN - 33190617 33195556 703 0 0 0 0 Ambiguous
11649 PGOHUM00000243192 chr6 - 51851775 51851873 99 0 0 0 0 ENSP00000354813_ENST00000361567 chrMT + 12336 14147 1812 0 0 0 0 Ambiguous
11712 PGOHUM00000243256 chr6 - 79987835 79988142 308 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Ambiguous
11747 PGOHUM00000243293 chr6 - 92437026 92437253 228 0 0 0 0 ENSP00000354499_ENST00000361624 chrMT + 5903 7444 1542 0 0 0 0 Ambiguous
11752 PGOHUM00000243299 chr6 - 95156442 95156989 548 0 0 0 0 ENSP00000354554_ENST00000361789 chrMT + 14746 15886 1141 0 0 0 0 Ambiguous
11753 PGOHUM00000243300 chr6 - 95157049 95157171 123 0 0 0 0 ENSP00000354687_ENST00000361390 chrMT + 3306 4261 956 0 0 0 0 Ambiguous
11849 PGOHUM00000243399 chr6 - 141243592 141244047 456 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Processed
11920 PGOHUM00000243477 chr6 + 4979305 4979724 420 0 0 0 0 ENSP00000211372_ENST00000211372 chrHSCHR6_MHC_QBL + 33168625 33173128 613 0 0 0 0 Processed
11950 PGOHUM00000243507 chr6 + 24948096 24948617 522 0 0 0 0 ENSP00000354876_ENST00000361739 chrMT + 7585 8268 684 0 0 0 0 Processed
11996 PGOHUM00000243549 chr6 + 29183033 29183922 890 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
11998 PGOHUM00000260158 chr6 + 29385056 29385957 902 0 0 0 0 ENSP00000390448_ENST00000432767 chrHSCHR6_MHC_SSTO + 29364083 29365115 1033 0 0 0 0 Processed
12003 PGOHUM00000243556 chr6 + 29541685 29542609 925 0 0 0 0 ENSP00000373038_ENST00000383546 chrHSCHR6_MHC_MCF + 29555488 29556550 1063 0 0 0 0 Processed
12006 PGOHUM00000263158 chr6 + 29760212 29769562 1016 0 0 0 0 ENSP00000464140_ENST00000581376 chrHG1322_PATCH + 29759096 29769947 1300 0 0 0 0 Duplicated
12007 PGOHUM00000260161 chr6 + 29855721 29857616 981 5 2.399738 5 0 ENSP00000388526_ENST00000438861 chrHSCHR6_MHC_DBB + 29899985 29903639 1854 0 0 0 0 Duplicated
12008 PGOHUM00000260162 chr6 + 29864438 29864948 388 0 0 0 0 ENSP00000390851_ENST00000457903 chrHSCHR6_MHC_MCF - 31313665 31317036 1579 0 0 0 0 Duplicated
12010 PGOHUM00000243565 chr6 + 29901877 29925488 450 63 65.916009 63 0 ENSP00000390851_ENST00000457903 chrHSCHR6_MHC_MCF - 31313665 31317036 1579 0 0 0 0 Duplicated
